File,BRONO-FBG-9-20_SpanReduzido.csv,
Date/Time,21-12-14/07:07,

Center Wavelength,1555,nm
Span Wavelength,30,nm
Start Wavelength,1540,nm
Stop Wavelength,1570,nm
Value In Air/Vacuum,Air,
Optical Attenuater,Off,
Resolution,0.5,nm
Actual Resolution,0.467,nm
VBW,100,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,

Trace,C
Start,1540,nm
Stop,1570,nm
1540.000000,1.0350E-009
1540.060000,1.2000E-009
1540.120000,-9.5780E-011
1540.180000,1.4000E-009
1540.240000,6.1290E-011
1540.300000,-2.7320E-010
1540.360000,1.3780E-009
1540.420000,1.2270E-009
1540.480000,1.4760E-009
1540.540000,4.2010E-010
1540.600000,-4.8770E-010
1540.660000,1.5330E-010
1540.720000,5.7890E-010
1540.780000,1.6720E-009
1540.840000,8.8180E-010
1540.900000,8.2180E-010
1540.960000,9.1890E-010
1541.020000,1.7920E-009
1541.080000,2.6780E-009
1541.140000,4.4090E-010
1541.200000,1.8350E-009
1541.260000,1.6910E-009
1541.320000,2.0040E-009
1541.380000,1.6550E-009
1541.440000,2.4110E-009
1541.500000,2.6410E-009
1541.560000,9.7460E-010
1541.620000,1.6170E-009
1541.680000,1.8560E-009
1541.740000,1.5440E-009
1541.800000,1.7030E-009
1541.860000,2.2490E-009
1541.920000,2.4060E-009
1541.980000,2.2450E-009
1542.040000,2.7370E-009
1542.100000,1.0650E-009
1542.160000,7.7500E-010
1542.220000,2.0610E-009
1542.280000,6.2180E-010
1542.340000,2.4640E-009
1542.400000,1.7580E-009
1542.460000,1.0320E-009
1542.520000,1.8460E-009
1542.580000,5.1660E-010
1542.640000,1.6020E-009
1542.700000,1.4510E-009
1542.760000,1.6070E-010
1542.820000,8.2240E-010
1542.880000,2.2610E-009
1542.940000,1.5400E-009
1543.000000,1.9820E-009
1543.060000,1.2200E-009
1543.120000,1.7180E-009
1543.180000,4.3600E-010
1543.240000,1.7540E-009
1543.300000,2.0120E-009
1543.360000,1.6490E-009
1543.420000,1.3240E-009
1543.480000,2.6120E-009
1543.540000,5.4570E-010
1543.600000,1.4540E-009
1543.660000,2.2420E-009
1543.720000,2.2340E-009
1543.780000,1.9450E-009
1543.840000,1.6920E-009
1543.900000,1.8380E-009
1543.960000,1.7430E-009
1544.020000,1.3930E-009
1544.080000,3.0170E-009
1544.140000,1.5810E-009
1544.200000,1.2470E-009
1544.260000,1.4830E-009
1544.320000,2.5400E-009
1544.380000,1.1920E-009
1544.440000,2.2200E-009
1544.500000,2.7910E-009
1544.560000,2.0420E-009
1544.620000,1.9180E-009
1544.680000,1.4180E-009
1544.740000,3.1860E-009
1544.800000,1.9400E-009
1544.860000,2.7610E-009
1544.920000,2.9240E-009
1544.980000,1.7680E-009
1545.040000,1.2480E-009
1545.100000,1.2220E-009
1545.160000,1.8610E-009
1545.220000,2.7790E-009
1545.280000,2.9980E-009
1545.340000,2.5160E-009
1545.400000,2.8290E-009
1545.460000,1.7330E-009
1545.520000,1.3380E-009
1545.580000,3.7690E-009
1545.640000,1.4040E-009
1545.700000,1.2760E-009
1545.760000,8.5330E-010
1545.820000,2.3340E-009
1545.880000,2.6130E-009
1545.940000,2.0080E-009
1546.000000,9.2020E-010
1546.060000,2.1660E-009
1546.120000,2.9950E-009
1546.180000,2.9420E-009
1546.240000,3.1030E-009
1546.300000,2.1360E-009
1546.360000,2.6100E-009
1546.420000,2.2730E-009
1546.480000,4.2390E-009
1546.540000,1.9200E-009
1546.600000,2.8090E-009
1546.660000,3.1500E-009
1546.720000,1.9460E-009
1546.780000,2.8720E-009
1546.840000,2.8750E-009
1546.900000,2.4610E-009
1546.960000,4.2430E-009
1547.020000,4.5530E-009
1547.080000,5.8620E-009
1547.140000,4.8450E-009
1547.200000,5.3380E-009
1547.260000,4.2510E-009
1547.320000,6.3440E-009
1547.380000,4.0220E-009
1547.440000,5.1520E-009
1547.500000,4.4670E-009
1547.560000,5.3130E-009
1547.620000,3.5780E-009
1547.680000,3.5140E-009
1547.740000,4.4340E-009
1547.800000,4.3400E-009
1547.860000,2.3300E-009
1547.920000,1.7230E-009
1547.980000,5.2960E-009
1548.040000,3.7420E-009
1548.100000,4.5610E-009
1548.160000,4.1090E-009
1548.220000,6.0920E-009
1548.280000,8.4530E-009
1548.340000,9.8800E-009
1548.400000,1.1110E-008
1548.460000,1.2540E-008
1548.520000,1.1970E-008
1548.580000,1.1950E-008
1548.640000,1.5910E-008
1548.700000,2.0270E-008
1548.760000,2.6400E-008
1548.820000,3.2560E-008
1548.880000,4.2630E-008
1548.940000,4.8660E-008
1549.000000,5.3750E-008
1549.060000,5.3040E-008
1549.120000,5.3840E-008
1549.180000,5.0010E-008
1549.240000,4.6160E-008
1549.300000,3.7300E-008
1549.360000,2.9540E-008
1549.420000,2.7860E-008
1549.480000,2.8040E-008
1549.540000,2.3070E-008
1549.600000,2.5940E-008
1549.660000,3.5380E-008
1549.720000,3.9520E-008
1549.780000,4.7610E-008
1549.840000,5.5450E-008
1549.900000,5.8250E-008
1549.960000,5.9400E-008
1550.020000,6.0770E-008
1550.080000,6.2750E-008
1550.140000,5.6660E-008
1550.200000,5.0700E-008
1550.260000,4.4180E-008
1550.320000,3.5770E-008
1550.380000,2.8850E-008
1550.440000,2.2990E-008
1550.500000,1.5630E-008
1550.560000,1.3280E-008
1550.620000,1.1900E-008
1550.680000,1.3260E-008
1550.740000,1.6390E-008
1550.800000,2.4540E-008
1550.860000,3.6050E-008
1550.920000,4.5360E-008
1550.980000,6.4030E-008
1551.040000,9.2450E-008
1551.100000,1.1260E-007
1551.160000,1.3320E-007
1551.220000,1.5430E-007
1551.280000,1.5380E-007
1551.340000,1.4900E-007
1551.400000,1.3680E-007
1551.460000,1.2360E-007
1551.520000,1.0490E-007
1551.580000,1.0310E-007
1551.640000,1.1470E-007
1551.700000,1.5040E-007
1551.760000,2.1780E-007
1551.820000,3.0340E-007
1551.880000,3.8390E-007
1551.940000,4.6330E-007
1552.000000,5.2870E-007
1552.060000,5.7190E-007
1552.120000,5.6930E-007
1552.180000,5.4330E-007
1552.240000,4.8610E-007
1552.300000,4.0410E-007
1552.360000,3.1980E-007
1552.420000,2.4300E-007
1552.480000,1.8000E-007
1552.540000,1.5710E-007
1552.600000,1.8500E-007
1552.660000,2.4820E-007
1552.720000,3.7390E-007
1552.780000,5.4570E-007
1552.840000,7.4640E-007
1552.900000,9.7360E-007
1552.960000,1.2030E-006
1553.020000,1.4330E-006
1553.080000,1.6300E-006
1553.140000,1.7970E-006
1553.200000,1.9370E-006
1553.260000,2.0130E-006
1553.320000,2.0340E-006
1553.380000,2.0020E-006
1553.440000,1.9230E-006
1553.500000,1.8090E-006
1553.560000,1.6530E-006
1553.620000,1.4740E-006
1553.680000,1.2820E-006
1553.740000,1.1080E-006
1553.800000,9.1690E-007
1553.860000,7.3060E-007
1553.920000,5.6190E-007
1553.980000,4.1920E-007
1554.040000,2.9620E-007
1554.100000,2.0620E-007
1554.160000,1.4280E-007
1554.220000,1.1170E-007
1554.280000,9.8500E-008
1554.340000,1.0890E-007
1554.400000,1.3500E-007
1554.460000,1.6840E-007
1554.520000,2.0690E-007
1554.580000,2.3100E-007
1554.640000,2.4310E-007
1554.700000,2.4780E-007
1554.760000,2.2900E-007
1554.820000,2.0810E-007
1554.880000,1.7930E-007
1554.940000,1.4620E-007
1555.000000,1.1810E-007
1555.060000,8.8300E-008
1555.120000,6.7370E-008
1555.180000,5.2570E-008
1555.240000,4.0810E-008
1555.300000,3.5940E-008
1555.360000,3.7890E-008
1555.420000,3.9550E-008
1555.480000,4.4420E-008
1555.540000,5.0000E-008
1555.600000,5.4690E-008
1555.660000,6.0610E-008
1555.720000,5.9220E-008
1555.780000,5.8010E-008
1555.840000,5.5180E-008
1555.900000,4.8550E-008
1555.960000,4.3930E-008
1556.020000,3.9470E-008
1556.080000,3.1810E-008
1556.140000,2.1880E-008
1556.200000,1.8590E-008
1556.260000,1.4560E-008
1556.320000,1.2190E-008
1556.380000,9.3150E-009
1556.440000,9.2290E-009
1556.500000,9.5390E-009
1556.560000,8.2880E-009
1556.620000,1.0080E-008
1556.680000,1.3420E-008
1556.740000,1.3840E-008
1556.800000,1.3600E-008
1556.860000,1.6910E-008
1556.920000,1.6190E-008
1556.980000,1.5640E-008
1557.040000,1.5470E-008
1557.100000,1.3150E-008
1557.160000,1.2770E-008
1557.220000,1.1810E-008
1557.280000,7.9750E-009
1557.340000,9.9450E-009
1557.400000,8.1810E-009
1557.460000,6.2130E-009
1557.520000,5.8910E-009
1557.580000,7.1310E-009
1557.640000,6.1080E-009
1557.700000,6.7740E-009
1557.760000,6.6860E-009
1557.820000,7.4790E-009
1557.880000,7.7190E-009
1557.940000,7.7590E-009
1558.000000,7.0180E-009
1558.060000,6.6250E-009
1558.120000,8.4880E-009
1558.180000,7.0010E-009
1558.240000,7.1240E-009
1558.300000,7.9820E-009
1558.360000,7.9930E-009
1558.420000,7.7140E-009
1558.480000,7.2930E-009
1558.540000,7.9630E-009
1558.600000,7.8240E-009
1558.660000,7.1500E-009
1558.720000,7.8960E-009
1558.780000,6.9920E-009
1558.840000,8.0420E-009
1558.900000,8.3160E-009
1558.960000,8.6100E-009
1559.020000,8.6060E-009
1559.080000,8.7910E-009
1559.140000,9.1700E-009
1559.200000,6.2030E-009
1559.260000,8.6230E-009
1559.320000,7.8520E-009
1559.380000,6.3620E-009
1559.440000,6.8070E-009
1559.500000,7.5080E-009
1559.560000,7.2760E-009
1559.620000,7.8390E-009
1559.680000,6.6880E-009
1559.740000,6.4880E-009
1559.800000,7.8780E-009
1559.860000,6.5800E-009
1559.920000,5.8620E-009
1559.980000,8.4150E-009
1560.040000,8.6820E-009
1560.100000,8.0620E-009
1560.160000,9.8030E-009
1560.220000,8.5510E-009
1560.280000,9.1070E-009
1560.340000,9.4810E-009
1560.400000,8.2880E-009
1560.460000,8.2410E-009
1560.520000,7.9890E-009
1560.580000,7.3630E-009
1560.640000,6.1880E-009
1560.700000,7.3630E-009
1560.760000,6.7740E-009
1560.820000,6.6830E-009
1560.880000,6.3080E-009
1560.940000,7.1720E-009
1561.000000,7.3910E-009
1561.060000,6.9330E-009
1561.120000,7.3330E-009
1561.180000,6.5630E-009
1561.240000,9.7890E-009
1561.300000,6.2000E-009
1561.360000,7.7420E-009
1561.420000,7.4550E-009
1561.480000,7.9460E-009
1561.540000,6.6580E-009
1561.600000,9.3380E-009
1561.660000,6.8240E-009
1561.720000,6.7260E-009
1561.780000,7.1830E-009
1561.840000,8.5600E-009
1561.900000,8.5880E-009
1561.960000,7.1790E-009
1562.020000,7.7320E-009
1562.080000,8.4040E-009
1562.140000,8.4540E-009
1562.200000,7.8620E-009
1562.260000,9.7260E-009
1562.320000,8.1310E-009
1562.380000,7.8610E-009
1562.440000,8.0260E-009
1562.500000,9.3390E-009
1562.560000,8.0940E-009
1562.620000,8.4870E-009
1562.680000,7.7080E-009
1562.740000,8.6040E-009
1562.800000,9.0210E-009
1562.860000,9.2160E-009
1562.920000,7.7720E-009
1562.980000,7.7400E-009
1563.040000,7.6880E-009
1563.100000,8.5470E-009
1563.160000,6.0570E-009
1563.220000,7.5940E-009
1563.280000,6.8310E-009
1563.340000,8.3580E-009
1563.400000,7.4300E-009
1563.460000,8.1260E-009
1563.520000,8.4250E-009
1563.580000,8.9240E-009
1563.640000,8.5370E-009
1563.700000,7.8260E-009
1563.760000,8.1430E-009
1563.820000,8.6640E-009
1563.880000,9.8710E-009
1563.940000,9.5400E-009
1564.000000,8.6460E-009
1564.060000,1.0660E-008
1564.120000,9.3370E-009
1564.180000,8.5940E-009
1564.240000,9.9540E-009
1564.300000,9.0550E-009
1564.360000,9.4300E-009
1564.420000,9.5850E-009
1564.480000,1.0060E-008
1564.540000,9.3180E-009
1564.600000,8.7420E-009
1564.660000,8.9350E-009
1564.720000,8.6770E-009
1564.780000,9.0820E-009
1564.840000,9.3080E-009
1564.900000,1.0260E-008
1564.960000,7.7740E-009
1565.020000,1.0440E-008
1565.080000,9.9310E-009
1565.140000,7.5180E-009
1565.200000,9.3830E-009
1565.260000,9.0600E-009
1565.320000,8.1740E-009
1565.380000,8.1610E-009
1565.440000,8.8910E-009
1565.500000,9.0150E-009
1565.560000,8.0130E-009
1565.620000,8.8350E-009
1565.680000,9.4990E-009
1565.740000,7.0750E-009
1565.800000,8.9860E-009
1565.860000,8.8160E-009
1565.920000,9.7750E-009
1565.980000,9.9180E-009
1566.040000,9.6280E-009
1566.100000,9.6660E-009
1566.160000,9.2880E-009
1566.220000,9.5190E-009
1566.280000,1.0010E-008
1566.340000,9.2270E-009
1566.400000,9.5870E-009
1566.460000,8.9140E-009
1566.520000,9.4850E-009
1566.580000,9.5470E-009
1566.640000,1.0740E-008
1566.700000,1.2240E-008
1566.760000,1.1370E-008
1566.820000,9.8080E-009
1566.880000,9.9720E-009
1566.940000,9.3170E-009
1567.000000,1.0730E-008
1567.060000,1.1230E-008
1567.120000,9.8720E-009
1567.180000,1.1500E-008
1567.240000,1.1350E-008
1567.300000,1.2450E-008
1567.360000,1.1870E-008
1567.420000,1.1230E-008
1567.480000,1.1000E-008
1567.540000,1.2030E-008
1567.600000,1.0850E-008
1567.660000,1.1090E-008
1567.720000,1.1360E-008
1567.780000,1.2390E-008
1567.840000,1.1090E-008
1567.900000,1.2560E-008
1567.960000,1.1810E-008
1568.020000,1.2270E-008
1568.080000,1.1380E-008
1568.140000,1.1970E-008
1568.200000,1.2780E-008
1568.260000,1.1970E-008
1568.320000,1.1690E-008
1568.380000,1.1970E-008
1568.440000,1.1220E-008
1568.500000,1.0510E-008
1568.560000,1.0440E-008
1568.620000,1.1610E-008
1568.680000,1.2450E-008
1568.740000,1.1460E-008
1568.800000,1.0990E-008
1568.860000,1.0370E-008
1568.920000,1.2410E-008
1568.980000,1.2300E-008
1569.040000,1.1240E-008
1569.100000,1.0450E-008
1569.160000,1.1600E-008
1569.220000,9.5400E-009
1569.280000,1.2450E-008
1569.340000,1.1140E-008
1569.400000,1.0370E-008
1569.460000,1.0440E-008
1569.520000,1.0680E-008
1569.580000,1.1500E-008
1569.640000,1.1580E-008
1569.700000,1.2140E-008
1569.760000,1.2480E-008
1569.820000,1.1780E-008
1569.880000,1.1340E-008
1569.940000,1.1860E-008
1570.000000,1.2800E-008
